pokemon_names,pokemon_cute,multiple_pokes_in_pic,photo_contrast_level,pokes_size_in_frame,looks_fluffy,original_image_source
Pupitar,False,False,Low,Small,False,Pixiv
Metang,False,False,Low,Small,True,Pixiv
Garchomp,False,True,Low,Large,True,Pixiv
Chandelure,False,False,High,Small,True,Twitter
Gurdurr,False,False,High,Small,True,Pixiv
Bronzor,False,False,High,Small,False,Twitter
Swalot,False,False,High,Small,True,Twitter
Excadrill,False,True,Low,Large,False,Pixiv
Houndour,False,True,Low,Large,True,Pixiv
Togekiss,True,False,High,Large,True,Twitter
Swirlix,False,False,Low,Small,False,Twitter
Combee,False,False,Low,Large,False,Pixiv
Kangaskhan,False,False,Low,Small,True,Twitter
Parasect,False,False,High,Large,True,Twitter
Dewott,False,False,High,Large,True,Twitter
Chikorita,False,False,Low,Large,False,Pixiv
Crustle,False,False,High,Large,True,Pixiv
Dodrio,False,False,Low,Small,False,Pixiv
Ledyba,False,False,Low,Large,True,Pixiv
Magearna,False,False,Low,Small,False,Pixiv
Hydreigon,False,True,High,Large,True,Twitter
Reshiram,False,True,High,Small,False,Twitter
Beedrill,False,False,Low,Large,False,Twitter
Tranquill,False,False,Low,Large,False,Twitter
Anorith,False,False,Low,Small,True,Twitter
Simisage,False,False,High,Large,True,Twitter
Trapinch,False,False,Low,Large,True,Twitter
Diglett,False,False,Low,Small,True,Pixiv
Manaphy,False,True,High,Small,True,Pixiv
Dewgong,False,False,Low,Large,False,Twitter
Popplio,False,False,Low,Small,True,Pixiv
Grovyle,False,True,High,Large,True,Pixiv
Hariyama,False,False,Low,Large,True,Pixiv
Terrakion,False,False,Low,Small,False,Twitter
Makuhita,False,False,High,Small,False,Pixiv
Lunatone,False,False,Low,Large,False,Twitter
Muk,False,False,Low,Large,False,Pixiv
Dwebble,False,False,High,Large,False,Pixiv
Pyukumuku,False,False,Low,Large,False,Pixiv
Mime Jr.,False,False,High,Large,True,Pixiv
Tentacool,False,False,High,Small,False,Pixiv
Brionne,False,True,High,Large,True,Pixiv
Decidueye,False,True,Low,Small,False,Twitter
Pupitar,False,False,High,Large,False,Pixiv
Wimpod,False,False,Low,Large,True,Pixiv
Escavalier,False,False,Low,Small,False,Pixiv
Toxicroak,False,False,Low,Large,False,Twitter
Charmander,True,False,High,Large,True,Twitter
Charmander,True,False,Low,Small,True,Pixiv
Salandit,False,False,High,Large,False,Twitter
Dwebble,False,False,Low,Large,False,Twitter
Ducklett,False,False,Low,Large,False,Pixiv
Cofagrigus,False,False,High,Small,False,Twitter
Vulpix,True,False,Low,Small,False,Pixiv
Flaaffy,False,False,Low,Small,True,Pixiv
Dugtrio,False,False,High,Large,False,Pixiv
Espurr,False,True,Low,Small,True,Twitter
Poliwhirl,False,False,Low,Large,False,Twitter
Zangoose,False,False,Low,Small,False,Twitter
Groudon,False,False,High,Small,True,Pixiv
Togepi,False,False,Low,Small,True,Twitter
Wurmple,False,False,High,Large,True,Twitter
Mudkip,False,False,Low,Large,False,Twitter
Spiritomb,False,False,Low,Large,False,Pixiv
Sawsbuck,False,True,High,Large,False,Pixiv
Uxie,False,True,High,Large,False,Pixiv
Gigalith,False,False,High,Large,False,Twitter
Medicham,True,False,Low,Small,True,Pixiv
Shiftry,True,False,High,Large,True,Twitter
Buneary,False,False,Low,Large,True,Pixiv
Mudbray,False,False,High,Small,False,Pixiv
Phantump,False,True,High,Small,False,Pixiv
Bagon,False,False,Low,Small,False,Pixiv
Flabébé,False,True,High,Small,False,Pixiv
Cradily,True,False,Low,Small,False,Pixiv
Natu,False,False,Low,Large,False,Pixiv
Boldore,False,False,Low,Large,False,Pixiv
Jigglypuff,False,True,Low,Small,True,Pixiv
Tangrowth,False,False,Low,Large,True,Pixiv
Snorlax,False,True,High,Large,True,Pixiv
Chespin,False,False,Low,Large,False,Pixiv
Pinsir,False,False,Low,Large,False,Pixiv
Shaymin,False,True,Low,Large,False,Pixiv
Reshiram,False,True,High,Large,False,Pixiv
Vivillon,False,False,Low,Large,True,Twitter
Aipom,False,False,High,Large,False,Pixiv
Chansey,False,False,Low,Small,True,Twitter
Magneton,False,False,Low,Large,True,Pixiv
Roserade,False,False,Low,Small,False,Twitter
Jangmo-o,False,False,High,Small,False,Pixiv
Noibat,False,False,High,Large,False,Twitter
Tropius,False,False,Low,Small,False,Twitter
Karrablast,False,False,Low,Large,False,Pixiv
Snivy,False,True,High,Large,False,Twitter
Seaking,True,False,High,Small,True,Pixiv
Emolga,True,False,Low,Small,True,Twitter
Pawniard,False,True,Low,Large,False,Twitter
Emolga,True,False,Low,Small,True,Pixiv
Elgyem,False,False,Low,Small,False,Twitter
Kommo-o,False,False,Low,Large,True,Twitter
Darkrai,False,False,High,Small,True,Pixiv
Zekrom,False,False,Low,Large,True,Twitter
Kakuna,False,False,Low,Small,False,Pixiv
Hitmonlee,False,False,Low,Small,False,Twitter
Duskull,False,False,High,Large,True,Twitter
Bewear,False,False,Low,Large,False,Pixiv
Golduck,False,False,Low,Large,True,Twitter
Kingdra,False,False,High,Large,False,Pixiv
Vulpix,True,False,High,Large,True,Twitter
Scrafty,False,False,Low,Large,False,Pixiv
Cryogonal,False,False,High,Large,False,Twitter
Granbull,False,True,High,Small,True,Pixiv
Hitmonlee,False,True,Low,Large,False,Pixiv
Delibird,False,True,Low,Large,False,Twitter
Lopunny,False,False,Low,Large,True,Pixiv
Drampa,False,False,Low,Large,False,Pixiv
Carbink,False,False,Low,Small,False,Twitter
Riolu,False,True,Low,Large,True,Pixiv
Forretress,False,False,Low,Large,True,Pixiv
Klink,False,False,Low,Small,False,Pixiv
Poliwag,False,True,Low,Large,False,Twitter
Golurk,False,False,High,Small,False,Pixiv
Tangrowth,False,False,Low,Large,False,Twitter
Lapras,False,False,Low,Small,True,Pixiv
Drowzee,False,True,High,Large,False,Twitter
Bulbasaur,False,False,Low,Small,True,Pixiv
Ambipom,False,False,High,Small,False,Pixiv
Rampardos,False,False,Low,Large,True,Twitter
Timburr,False,False,High,Large,False,Twitter
Tyrunt,False,False,Low,Small,True,Twitter
Tynamo,False,True,Low,Small,True,Pixiv
Aggron,False,True,Low,Large,False,Pixiv
Tranquill,False,False,High,Small,True,Pixiv
Vulpix,True,True,High,Small,False,Pixiv
Golbat,False,True,Low,Large,True,Pixiv
Barboach,False,False,High,Large,True,Pixiv
Croagunk,False,False,Low,Small,False,Pixiv
Mareep,False,False,Low,Small,True,Pixiv
Wartortle,False,False,Low,Large,False,Twitter
Bellossom,False,False,High,Small,True,Twitter
Marowak,False,False,Low,Small,False,Twitter
Vigoroth,False,False,Low,Large,False,Pixiv
Paras,False,False,Low,Small,True,Twitter
Hypno,False,False,Low,Large,False,Pixiv
Bibarel,True,False,High,Small,True,Twitter
Vanillite,False,False,Low,Large,False,Twitter
Liepard,False,False,Low,Large,False,Twitter
Plusle,False,False,Low,Small,True,Twitter
Jellicent,False,True,Low,Large,True,Twitter
Emolga,True,False,Low,Small,True,Twitter
Swoobat,False,False,High,Large,False,Twitter
Dodrio,False,False,Low,Small,True,Pixiv
Kyurem,False,False,Low,Large,True,Pixiv
Amoonguss,False,True,Low,Large,True,Pixiv
Petilil,False,True,High,Large,False,Pixiv
Fearow,False,True,High,Large,False,Pixiv
Arcanine,False,False,Low,Small,True,Twitter
Litleo,False,False,High,Small,False,Twitter
Manectric,False,False,High,Large,True,Pixiv
Meganium,False,False,High,Small,False,Twitter
Nuzleaf,False,False,High,Small,True,Twitter
Golurk,False,False,High,Small,True,Pixiv
Probopass,False,False,Low,Large,True,Pixiv
Greninja,False,False,Low,Large,False,Pixiv
Wishiwashi,False,False,High,Large,False,Pixiv
Ponyta,True,False,Low,Large,False,Pixiv
Teddiursa,False,False,High,Small,False,Pixiv
Chesnaught,False,False,Low,Large,True,Twitter
Bruxish,False,False,Low,Small,False,Pixiv
Azurill,True,False,Low,Small,True,Pixiv
Dragalge,False,False,Low,Large,True,Twitter
Spearow,False,False,High,Large,False,Pixiv
Staravia,True,False,Low,Small,True,Pixiv
Krookodile,False,False,Low,Large,False,Twitter
Audino,False,True,Low,Small,False,Pixiv
Corphish,False,False,Low,Large,True,Twitter
Wingull,False,False,Low,Small,True,Twitter
Entei,False,False,Low,Small,False,Twitter
Cloyster,False,True,Low,Large,False,Twitter
Kingler,False,True,High,Large,True,Pixiv
Budew,False,False,Low,Large,False,Pixiv
Pichu,False,False,High,Small,True,Twitter
Mamoswine,False,True,High,Large,False,Pixiv
Bidoof,False,False,Low,Large,True,Pixiv
Armaldo,False,True,Low,Small,False,Twitter
Phanpy,False,False,Low,Small,True,Pixiv
Vulpix,True,False,Low,Large,True,Twitter
Nuzleaf,False,False,Low,Large,False,Twitter
Scyther,False,False,Low,Large,True,Twitter
Zubat,False,True,Low,Large,False,Twitter
Pyroar,False,False,Low,Small,False,Pixiv
Tapu Bulu,False,False,High,Large,False,Pixiv
Shiinotic,False,False,Low,Large,True,Twitter
Pinsir,False,True,Low,Large,False,Pixiv
Krabby,False,False,High,Large,False,Pixiv
Ducklett,False,False,High,Large,False,Pixiv
Simipour,False,False,High,Large,False,Twitter
Porygon2,False,False,Low,Large,True,Pixiv
Gogoat,False,False,Low,Small,True,Pixiv
Swoobat,False,False,High,Large,False,Twitter
Swampert,False,False,Low,Small,False,Pixiv
Rampardos,False,False,High,Small,False,Twitter
Carbink,False,False,Low,Small,False,Twitter
Furfrou,False,False,Low,Large,False,Pixiv
Gible,False,False,Low,Large,True,Pixiv
Yamask,True,False,Low,Small,True,Pixiv
Milotic,False,False,High,Large,True,Pixiv
Volcarona,False,False,Low,Large,False,Pixiv
Shelgon,False,False,Low,Large,True,Twitter
Riolu,False,False,High,Large,False,Pixiv
Weezing,False,False,Low,Small,False,Twitter
Garbodor,False,False,Low,Large,True,Pixiv
Slurpuff,False,False,High,Small,False,Pixiv
Snorlax,False,True,High,Small,False,Pixiv
Groudon,False,False,Low,Large,False,Twitter
Volbeat,False,False,Low,Large,True,Pixiv
Vullaby,False,False,High,Small,False,Twitter
Mandibuzz,False,False,Low,Large,False,Pixiv
Drapion,False,False,High,Small,True,Pixiv
Ivysaur,False,False,Low,Large,False,Twitter
Grumpig,False,False,High,Large,False,Pixiv
Wailmer,False,False,High,Large,False,Pixiv
Aegislash,False,True,High,Large,False,Pixiv
Lileep,False,True,Low,Large,False,Pixiv
Lapras,False,False,Low,Small,True,Pixiv
Skarmory,False,False,Low,Large,True,Twitter
Mew,True,True,Low,Large,False,Pixiv
Trumbeak,False,False,High,Small,True,Pixiv
Golduck,False,False,Low,Small,True,Twitter
Bruxish,False,False,High,Small,False,Pixiv
Dusknoir,False,False,High,Large,True,Twitter
Ivysaur,False,False,High,Small,False,Pixiv
Vigoroth,False,False,High,Large,False,Pixiv
Decidueye,False,False,High,Large,False,Twitter
Cosmog,False,False,High,Small,False,Pixiv
Zorua,False,False,Low,Large,False,Pixiv
Litleo,False,False,Low,Large,True,Pixiv
Eevee,False,True,High,Large,False,Pixiv
Emboar,False,False,Low,Small,False,Twitter
Buizel,False,False,High,Small,False,Pixiv
Darumaka,False,True,High,Large,True,Twitter
Spritzee,False,True,Low,Small,False,Pixiv
Litleo,False,False,High,Large,False,Pixiv
Binacle,False,False,Low,Large,False,Twitter
Quilladin,False,True,Low,Large,False,Twitter
Flygon,False,False,High,Large,True,Pixiv
Oshawott,False,False,Low,Small,True,Pixiv
Sceptile,False,True,Low,Large,True,Pixiv
Glalie,False,False,High,Large,True,Twitter
Hariyama,False,False,Low,Large,True,Twitter
Ribombee,False,False,High,Large,False,Pixiv
Poliwhirl,False,False,Low,Large,False,Twitter
Pikachu,True,False,High,Large,True,Pixiv
Numel,False,False,Low,Small,True,Pixiv
Shiinotic,False,False,High,Small,True,Pixiv
Mienfoo,False,True,Low,Small,False,Twitter
Sandslash,False,False,High,Large,True,Pixiv
Rhyperior,False,False,High,Small,True,Pixiv
Infernape,False,False,Low,Small,False,Twitter
Manectric,True,False,Low,Small,True,Twitter
Monferno,False,False,Low,Small,True,Pixiv
Toxicroak,False,False,Low,Large,False,Twitter
Azelf,False,False,High,Large,True,Pixiv
Charmeleon,False,False,Low,Large,False,Twitter
Dewpider,False,False,High,Large,False,Pixiv
Lunala,False,False,Low,Small,False,Pixiv
Drilbur,False,False,Low,Large,False,Twitter
Lurantis,False,True,Low,Small,True,Twitter
Weepinbell,False,False,High,Large,False,Twitter
Pupitar,False,False,Low,Small,False,Pixiv
Stufful,False,False,High,Small,False,Twitter
Latios,False,False,Low,Small,False,Pixiv
Swellow,False,False,High,Small,True,Pixiv
Beldum,False,False,High,Large,False,Pixiv
Mienshao,False,False,Low,Large,True,Pixiv
Cherrim,False,False,Low,Large,True,Pixiv
Seadra,False,True,Low,Large,False,Twitter
Dusclops,False,True,Low,Small,False,Pixiv
Staraptor,False,False,High,Large,False,Pixiv
Castform,False,True,High,Small,False,Pixiv
Wynaut,False,True,High,Small,True,Twitter
Larvitar,False,False,Low,Large,False,Pixiv
Lillipup,False,False,Low,Large,False,Twitter
Marill,False,False,Low,Large,False,Pixiv
Quilava,False,True,Low,Small,True,Pixiv
Electrode,False,True,High,Large,True,Pixiv
Riolu,False,False,High,Small,True,Pixiv
Eevee,False,False,Low,Small,True,Pixiv
Lunala,False,False,High,Small,True,Twitter
Chesnaught,False,False,Low,Large,False,Pixiv
Magby,False,False,Low,Small,True,Pixiv
Mudkip,False,True,Low,Small,True,Pixiv
Bronzong,False,False,High,Small,False,Pixiv
Gastrodon,False,False,Low,Small,False,Twitter
Diancie,False,True,Low,Large,False,Twitter
Shieldon,False,False,Low,Large,False,Pixiv
Bouffalant,False,False,High,Small,True,Twitter
Ledyba,False,False,High,Small,True,Pixiv
Onix,False,False,High,Small,True,Pixiv
Crabrawler,False,False,Low,Small,True,Twitter
Linoone,False,False,Low,Large,True,Pixiv
Beedrill,False,False,Low,Large,False,Twitter
Gothorita,False,False,Low,Small,False,Pixiv
Simipour,False,True,High,Large,False,Twitter
Pachirisu,False,False,Low,Large,False,Pixiv
Exeggcute,False,False,Low,Small,False,Twitter
Dewgong,False,False,High,Large,False,Twitter
Vulpix,True,True,Low,Small,True,Twitter
Incineroar,False,True,Low,Large,False,Twitter
Hitmontop,False,True,High,Small,False,Twitter
Crawdaunt,False,False,Low,Small,False,Pixiv
Escavalier,False,False,Low,Large,False,Twitter
Frogadier,False,True,Low,Large,False,Pixiv
Golurk,True,False,Low,Large,True,Pixiv
Kabuto,True,False,Low,Small,False,Twitter
Poliwrath,False,True,High,Small,False,Twitter
Diggersby,True,True,High,Small,False,Twitter
Charizard,False,True,Low,Small,True,Twitter
Druddigon,False,False,High,Large,False,Pixiv
Vulpix,True,True,Low,Large,True,Twitter
Parasect,False,True,High,Small,False,Twitter
Rowlet,False,False,Low,Large,False,Pixiv
Espurr,False,False,Low,Small,True,Pixiv
Victini,False,True,Low,Large,True,Pixiv
Sceptile,False,False,High,Large,False,Twitter
Milotic,False,False,Low,Large,False,Pixiv
Mewtwo,False,False,Low,Small,False,Pixiv
Stunky,False,False,Low,Small,False,Pixiv
Krabby,False,False,Low,Large,True,Twitter
Meganium,False,False,Low,Large,True,Twitter
Totodile,False,False,High,Small,False,Twitter
Chansey,False,False,Low,Small,False,Twitter
Rhydon,False,False,Low,Large,True,Twitter
Excadrill,False,False,Low,Small,False,Twitter
Dartrix,False,False,Low,Large,True,Pixiv
Machop,False,False,Low,Large,True,Pixiv
Noctowl,False,False,High,Small,False,Twitter
Volcarona,False,False,High,Small,False,Pixiv
Electivire,True,False,Low,Small,True,Twitter
Banette,False,False,High,Small,True,Pixiv
Florges,False,False,Low,Large,True,Pixiv
Minun,False,False,Low,Large,True,Pixiv
Bellossom,False,False,High,Small,True,Pixiv
Gengar,False,False,Low,Large,False,Pixiv
Drilbur,False,False,High,Small,False,Twitter
Seel,False,False,Low,Large,True,Twitter
Heatran,False,False,Low,Large,True,Pixiv
Heliolisk,False,True,Low,Small,False,Twitter
Pachirisu,False,False,Low,Large,False,Twitter
Castform,True,False,Low,Large,True,Pixiv
Raticate,False,False,Low,Small,True,Twitter
Doublade,False,False,Low,Small,False,Pixiv
Zubat,False,False,High,Small,False,Twitter
Mienshao,False,False,High,Large,True,Pixiv
Haunter,False,False,Low,Large,True,Twitter
Loudred,True,False,High,Small,True,Twitter
Shieldon,False,False,Low,Small,False,Twitter
Munna,False,False,Low,Small,False,Pixiv
Victreebel,False,False,Low,Small,False,Twitter
Vulpix,True,True,High,Small,True,Twitter
Solgaleo,False,True,Low,Small,False,Twitter
Sharpedo,False,False,Low,Small,False,Pixiv
Azurill,False,False,Low,Large,False,Pixiv
Noctowl,False,False,Low,Small,False,Pixiv
Uxie,False,False,Low,Small,False,Pixiv
Flabébé,False,False,Low,Small,True,Pixiv
Illumise,False,False,Low,Small,False,Pixiv
Gastly,False,True,High,Small,True,Pixiv
Scizor,False,True,Low,Large,False,Pixiv
Tepig,False,True,High,Large,True,Twitter
Dunsparce,False,False,High,Small,True,Pixiv
Buizel,False,False,High,Large,False,Twitter
Dhelmise,False,False,High,Small,False,Pixiv
Emolga,True,False,High,Small,True,Pixiv
Durant,False,False,Low,Small,False,Twitter
Numel,False,False,Low,Large,False,Twitter
Nosepass,False,False,Low,Large,True,Twitter
Azumarill,False,False,High,Large,True,Pixiv
Goldeen,False,False,High,Small,True,Twitter
Smeargle,False,True,Low,Large,True,Pixiv
Lugia,False,True,High,Large,True,Pixiv
Pachirisu,False,False,High,Large,True,Pixiv
Solrock,False,False,Low,Small,True,Pixiv
Camerupt,False,False,Low,Small,True,Pixiv
Weepinbell,False,False,High,Small,True,Twitter
Xatu,False,True,Low,Large,True,Twitter
Ninjask,False,False,High,Large,True,Pixiv
Dragonite,False,False,Low,Large,False,Pixiv
Doduo,False,False,Low,Large,False,Twitter
Lickilicky,False,False,Low,Small,False,Pixiv
Mew,True,True,High,Large,False,Pixiv
Pikachu,True,False,Low,Small,True,Pixiv
Pikachu,False,False,Low,Small,False,Twitter
Kingdra,False,False,High,Large,True,Pixiv
Kadabra,False,False,Low,Large,False,Pixiv
Finneon,False,False,Low,Small,False,Twitter
Vulpix,True,False,Low,Small,True,Pixiv
Buzzwole,False,False,Low,Small,True,Pixiv
Rapidash,False,False,High,Small,False,Pixiv
Herdier,False,False,Low,Large,False,Twitter
Glameow,False,False,Low,Large,True,Twitter
Poliwrath,True,False,High,Small,True,Pixiv
Manectric,False,False,Low,Small,True,Twitter
Tynamo,False,False,High,Small,False,Pixiv
Vanillite,False,False,Low,Small,True,Twitter
Rhyhorn,False,True,High,Small,True,Twitter
Mamoswine,False,False,Low,Small,False,Twitter
Accelgor,False,False,High,Small,False,Pixiv
Vivillon,False,False,Low,Large,False,Twitter
Swirlix,False,False,Low,Small,False,Pixiv
Vulpix,True,False,Low,Large,False,Pixiv
Sharpedo,False,False,High,Small,False,Pixiv
Passimian,False,False,High,Small,False,Pixiv
Kangaskhan,True,False,Low,Large,True,Twitter
Slakoth,False,False,High,Small,False,Twitter
Slurpuff,False,False,High,Small,True,Twitter
Heliolisk,True,True,High,Large,True,Twitter
Froakie,False,False,Low,Small,True,Twitter
Durant,False,False,Low,Large,True,Twitter
Flygon,False,True,High,Large,True,Pixiv
Sneasel,False,True,Low,Large,False,Pixiv
Sudowoodo,False,False,High,Large,False,Pixiv
Ducklett,True,False,Low,Large,True,Twitter
Hitmonlee,False,False,Low,Large,True,Pixiv
Cobalion,False,False,High,Small,True,Pixiv
Wynaut,False,True,Low,Large,True,Pixiv
Glameow,False,False,Low,Large,False,Pixiv
Virizion,False,False,Low,Small,False,Pixiv
Herdier,False,True,High,Small,True,Twitter
Vanillish,False,False,High,Small,False,Twitter
Scatterbug,False,False,Low,Large,False,Twitter
Klang,False,False,Low,Small,False,Pixiv
Vulpix,False,False,Low,Small,False,Pixiv
Lairon,False,False,Low,Small,True,Pixiv
Electivire,False,False,High,Small,False,Pixiv
Emolga,True,False,Low,Small,True,Twitter
Croconaw,False,True,High,Large,False,Pixiv
Mawile,False,True,High,Large,True,Twitter
Dustox,False,False,High,Small,True,Pixiv
Bisharp,False,False,High,Small,True,Pixiv
Krokorok,False,False,High,Large,True,Twitter
Landorus,False,True,High,Small,False,Pixiv
Stunky,False,False,Low,Small,True,Twitter
Elekid,False,False,Low,Small,False,Pixiv
Wynaut,False,False,High,Large,False,Pixiv
