pokemon_names,raw_rankings,poke_tiers,famous_artist,photo_brightness_level,photo_depth_of_field ,is_pokemon_larger_than_a_burrito,cute_classification_conv_net_feature_14,cute_classification_conv_net_feature_26,photo_night_or_day
Kingler ,2.6650010582619035,A,true,low,low,true,zero,zero,night
Victreebel ,1.862831283118836,B,true,high,low,true,non-zero,non-zero,day
Growlithe ,3.6987731574215306,S,true,low,low,true,non-zero,non-zero,night
Muk ,1.9637774882924817,B,false,low,low,true,non-zero,non-zero,night
Persian ,4.0856513130511605,S,true,low,low,true,zero,non-zero,day
Gengar ,2.7754987510969107,A,false,low,high,true,zero,non-zero,day
Dodrio ,2.691505185852567,A,false,high,low,true,non-zero,non-zero,night
Victreebel ,4.5,S,true,low,high,true,zero,non-zero,night
Haunter ,2.7821412383187782,A,true,high,low,true,non-zero,zero,day
Gengar ,0.5,C,false,low,high,true,zero,non-zero,night
Omanyte ,4.445631209734767,S,false,high,low,true,zero,non-zero,night
Electabuzz ,2.470353327355561,B,false,low,low,true,non-zero,non-zero,night
